,TIME,GEO,UNIT,INDIC_NA,Value
1838,2008,Lithuania,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1900.0
1839,2008,Lithuania,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1840,2008,Lithuania,Percentage of gross domestic product (GDP),Gross fixed capital formation,25.3
1841,2008,Lithuania,Percentage of gross domestic product (GDP),External balance of goods and services,-11.8
1842,2008,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,64.2
1843,2008,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,77.3
1844,2008,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-2964.3
1845,2008,Luxembourg,Million euro,Gross domestic product at market prices,37371.5
1846,2008,Luxembourg,Million euro,Gross fixed capital formation,8013.2
1847,2008,Luxembourg,Million euro,External balance of goods and services,11221.6
1848,2008,Luxembourg,Euro per inhabitant,Gross domestic product at market prices,76400.0
1849,2008,Luxembourg,Euro per inhabitant,Gross fixed capital formation,16400.0
1850,2008,Luxembourg,Euro per inhabitant,External balance of goods and services,22900.0
1851,2008,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,65800.0
1852,2008,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,14100.0
1853,2008,Luxembourg,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,19800.0
1854,2008,Luxembourg,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1855,2008,Luxembourg,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.4
1856,2008,Luxembourg,Percentage of gross domestic product (GDP),External balance of goods and services,30.0
1857,2008,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,262.3
1858,2008,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,267.3
1859,2008,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,30798.2
1860,2008,Hungary,Million euro,Gross domestic product at market prices,105535.8
1861,2008,Hungary,Million euro,Gross fixed capital formation,22901.6
1862,2008,Hungary,Million euro,External balance of goods and services,479.4
1863,2008,Hungary,Euro per inhabitant,Gross domestic product at market prices,10500.0
1864,2008,Hungary,Euro per inhabitant,Gross fixed capital formation,2300.0
1865,2008,Hungary,Euro per inhabitant,External balance of goods and services,0.0
1866,2008,Hungary,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,15900.0
1867,2008,Hungary,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3500.0
1868,2008,Hungary,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100.0
1869,2008,Hungary,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1870,2008,Hungary,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.7
1871,2008,Hungary,Percentage of gross domestic product (GDP),External balance of goods and services,0.5
1872,2008,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,63.6
1873,2008,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,65.6
1874,2008,Hungary,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,112.9
1875,2008,Malta,Million euro,Gross domestic product at market prices,5963.5
1876,2008,Malta,Million euro,Gross fixed capital formation,1098.4
1877,2008,Malta,Million euro,External balance of goods and services,-108.1
1878,2008,Malta,Euro per inhabitant,Gross domestic product at market prices,14600.0
1879,2008,Malta,Euro per inhabitant,Gross fixed capital formation,2700.0
1880,2008,Malta,Euro per inhabitant,External balance of goods and services,-300.0
1881,2008,Malta,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,20300.0
1882,2008,Malta,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3700.0
1883,2008,Malta,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-400.0
1884,2008,Malta,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1885,2008,Malta,Percentage of gross domestic product (GDP),Gross fixed capital formation,18.4
1886,2008,Malta,Percentage of gross domestic product (GDP),External balance of goods and services,-1.8
1887,2008,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,80.9
1888,2008,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,70.8
1889,2008,Malta,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-573.7
1890,2008,Netherlands,Million euro,Gross domestic product at market prices,594481.0
1891,2008,Netherlands,Million euro,Gross fixed capital formation,121849.0
1892,2008,Netherlands,Million euro,External balance of goods and services,49395.0
1893,2008,Netherlands,Euro per inhabitant,Gross domestic product at market prices,36200.0
1894,2008,Netherlands,Euro per inhabitant,Gross fixed capital formation,7400.0
1895,2008,Netherlands,Euro per inhabitant,External balance of goods and services,3000.0
1896,2008,Netherlands,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,33500.0
1897,2008,Netherlands,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6900.0
1898,2008,Netherlands,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,2800.0
1899,2008,Netherlands,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1900,2008,Netherlands,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.5
1901,2008,Netherlands,Percentage of gross domestic product (GDP),External balance of goods and services,8.3
1902,2008,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,133.6
1903,2008,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,130.1
1904,2008,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,4340.1
1905,2008,Austria,Million euro,Gross domestic product at market prices,282744.2
1906,2008,Austria,Million euro,Gross fixed capital formation,61144.4
1907,2008,Austria,Million euro,External balance of goods and services,16275.6
1908,2008,Austria,Euro per inhabitant,Gross domestic product at market prices,34000.0
1909,2008,Austria,Euro per inhabitant,Gross fixed capital formation,7300.0
1910,2008,Austria,Euro per inhabitant,External balance of goods and services,2000.0
1911,2008,Austria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,31100.0
1912,2008,Austria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6700.0
1913,2008,Austria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1800.0
1914,2008,Austria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1915,2008,Austria,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.6
1916,2008,Austria,Percentage of gross domestic product (GDP),External balance of goods and services,5.8
1917,2008,Austria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,124.0
1918,2008,Austria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,127.4
1919,2008,Austria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2791.5
1920,2008,Poland,Million euro,Gross domestic product at market prices,363175.3
1921,2008,Poland,Million euro,Gross fixed capital formation,80836.5
1922,2008,Poland,Million euro,External balance of goods and services,-14417.0
1923,2008,Poland,Euro per inhabitant,Gross domestic product at market prices,9500.0
1924,2008,Poland,Euro per inhabitant,Gross fixed capital formation,2100.0
1925,2008,Poland,Euro per inhabitant,External balance of goods and services,-400.0
1926,2008,Poland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,14100.0
1927,2008,Poland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3100.0
1928,2008,Poland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-600.0
1929,2008,Poland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1930,2008,Poland,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.3
1931,2008,Poland,Percentage of gross domestic product (GDP),External balance of goods and services,-4.0
1932,2008,Poland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,56.1
1933,2008,Poland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,59.3
1934,2008,Poland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-870.6
1935,2008,Portugal,Million euro,Gross domestic product at market prices,171983.1
1936,2008,Portugal,Million euro,Gross fixed capital formation,38634.5
1937,2008,Portugal,Million euro,External balance of goods and services,-17322.9
1938,2008,Portugal,Euro per inhabitant,Gross domestic product at market prices,16200.0
1939,2008,Portugal,Euro per inhabitant,Gross fixed capital formation,3600.0
1940,2008,Portugal,Euro per inhabitant,External balance of goods and services,-1600.0
1941,2008,Portugal,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,19500.0
1942,2008,Portugal,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4400.0
1943,2008,Portugal,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-2000.0
1944,2008,Portugal,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1945,2008,Portugal,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.5
1946,2008,Portugal,Percentage of gross domestic product (GDP),External balance of goods and services,-10.1
1947,2008,Portugal,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,77.6
1948,2008,Portugal,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,82.8
1949,2008,Portugal,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-3056.4
1950,2008,Romania,Million euro,Gross domestic product at market prices,139765.4
1951,2008,Romania,Million euro,Gross fixed capital formation,44609.6
1952,2008,Romania,Million euro,External balance of goods and services,-18224.7
1953,2008,Romania,Euro per inhabitant,Gross domestic product at market prices,6800.0
1954,2008,Romania,Euro per inhabitant,Gross fixed capital formation,2200.0
1955,2008,Romania,Euro per inhabitant,External balance of goods and services,-900.0
1956,2008,Romania,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,12200.0
1957,2008,Romania,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3900.0
1958,2008,Romania,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1600.0
