,TIME,GEO,UNIT,ISCED11,Value
1505,2015,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.4
1506,2015,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),52.3
1507,2015,Austria,Percentage,Tertiary education (levels 5-8),28.1
1508,2015,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.2
1509,2015,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.8
1510,2015,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.3
1511,2015,Poland,Percentage,Tertiary education (levels 5-8),24.4
1512,2015,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",54.4
1513,2015,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",45.6
1514,2015,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),24.9
1515,2015,Portugal,Percentage,Tertiary education (levels 5-8),20.7
1516,2015,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.4
1517,2015,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.6
1518,2015,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.6
1519,2015,Romania,Percentage,Tertiary education (levels 5-8),15.0
1520,2015,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.4
1521,2015,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.6
1522,2015,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.9
1523,2015,Slovenia,Percentage,Tertiary education (levels 5-8),26.6
1524,2015,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",14.6
1525,2015,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.4
1526,2015,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),66.5
1527,2015,Slovakia,Percentage,Tertiary education (levels 5-8),18.9
1528,2015,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.2
1529,2015,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.8
1530,2015,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),45.3
1531,2015,Finland,Percentage,Tertiary education (levels 5-8),35.5
1532,2015,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.6
1533,2015,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.4
1534,2015,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.4
1535,2015,Sweden,Percentage,Tertiary education (levels 5-8),34.0
1536,2015,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.3
1537,2015,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.7
1538,2015,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.1
1539,2015,United Kingdom,Percentage,Tertiary education (levels 5-8),37.6
1540,2015,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.5
1541,2015,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.5
1542,2015,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),35.8
1543,2015,Iceland,Percentage,Tertiary education (levels 5-8),31.7
1544,2015,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.3
1545,2015,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.7
1546,2015,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.9
1547,2015,Norway,Percentage,Tertiary education (levels 5-8),36.7
1548,2015,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.8
1549,2015,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.2
1550,2015,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4
1551,2015,Switzerland,Percentage,Tertiary education (levels 5-8),35.7
1552,2015,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.3
1553,2015,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.7
1554,2015,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),48.5
1555,2015,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),16.2
1556,2015,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",66.0
1557,2015,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",34.0
1558,2015,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.3
1559,2015,Turkey,Percentage,Tertiary education (levels 5-8),14.8
